"Each sheet contains a column representing the intensity values from approximately 20,000 captured cells.",,,
"The 20,000 intensity values in each column were used to create histograms for each sample.",,,
,,,
,,,
,,,
,,,
Sc644,BY4741,BY4743 (control diploid),Hybrid
229052.83,43152.652,550.4,127543.59
57358.992,44452.11,81170.67,71928.25
55301.01,34166.94,169698.64,89901.39
154931.58,35954.02,105113.5,143682.78
46684.242,35964.34,83811.734,122748.664
43127.71,39520.44,90326.664,147237.6
124143.15,47959.19,149621.94,82662.77
59592.41,38515.53,87129.18,15631.36
62176.28,53338.492,89971.914,91313.51
97414.35,76607.94,72808.46,174167.64
84093.38,82896.26,98873.34,221469.78
35349.87,53733.23,76997.95,131866.81
52756.27,70827.45,205291.89,164763.97
86585.664,83979.43,136322.05,75405.234
61537.73,78914.89,262143,69256.234
76407.56,85354.14,-472.57,235493.8
90804.82,44965.1,78503.81,64399.383
40604.902,69030.914,165861.33,161302.47
34996.41,74353.02,160203.38,1053.0701
49754.44,79463.14,87268.93,136769.67
95811.74,76998.38,156556.55,151500.61
87345.47,210484.58,71935.13,73803.055
80587.59,63339.43,150530.97,66601.414
106173.02,58417.223,158365.12,69306.54
80704.125,51921.21,70026.36,262143
47156.38,75547.13,162682.77,113557.84
100835.43,69475.1,145657.77,1611.64
143900.8,72025.86,3478.27,137217.73
79476.47,32926.82,86734.875,80419.03
99265.07,70728.984,62503.082,169889.14
87297.74,37543.3,169007.2,76797.57
144261.56,70968.92,153507,80106.85
31497.5,45411.44,145772.16,85139.57
75384.59,46266.71,67968.81,74033.96
89584.914,76348.65,148716.36,77086.96
39538.5,84045.65,152542.5,81315.58
95571.805,42662.45,147235.88,142860.62
34572.43,37215.64,84478.664,157417.4
56499.42,36097.64,81341.38,77716.055
75080.58,89041.39,96031.04,89166.09
145733.45,69651.83,78007.164,128432.836
60111.42,70926.78,148638.11,85448.31
90991.445,114541.68,73224.7,82501.09
86383.13,85585.914,145585.53,97081.96
79021.96,43407.21,148766.67,179515.97
114813.445,32921.23,74436.44,74200.805
50714.2,72931.01,139938.77,83896.875
94948.734,154481.8,76471.2,63676.98
40692.19,79453.68,156277.05,152516.7
70707.914,34230.152,164445.33,262143
163682.08,68017.83,81224.42,151771.08
80240.58,75517.46,136116.94,139693.67
82625.36,41485.11,139001.38,168717.81
69804.055,37153.29,153270.06,145430.3
103335.88,62814.402,150278.55,79652.77
215608.89,37145.55,79798.97,111003.21
72333.74,81206.79,131533.56,69430.81
75661.08,49859.79,133986.72,141579.22
43709.07,87609.92,85702.01,85935.93
37137.38,36221.48,105952.86,139798.6
77522.984,80066.43,73471.09,217048.53
173596.16,50987.25,80215.64,113693.29
43652.742,40657.79,79654.92,149829.2
88356.83,44684.312,162218.36,82857.13
164609.6,54112.92,73655.13,77413.76
40002.04,28646.17,74072.234,76785.53
91897.02,29760.3,157681.44,141341.86
37164.47,30606.111,144906.56,96169.93
80690.79,44648.62,87809.01,203703.9
82628.375,72931.01,151229.72,154667.56
61382.5,47448.78,71816.02,156858.4
84350.52,46086.973,105826.016,197395.8
62252.39,78794.49,67447.65,124696.56
86578.35,40292.72,60893.59,147447
72552.18,31135.871,92871.83,144418.08
112194.31,56229.383,89372.06,130364.39
144097.3,100162.484,146157,88285.02
35233.34,42898.52,151685.94,146522.5
39894.54,40418.28,92600.5,163867.4
68758.72,38070.91,212512.45,160921.48
51821.883,45283.73,143023.6,133320.22
102620.79,43645,72689.35,138361.97
42593.652,40734.76,155857.8,141185.77
73440.13,70547.95,76371.01,-853.98004
136663.47,29937.031,132906.55,94127.86
75519.18,33509.47,173698.08,135606.1
53750.86,30674.48,94412.52,74159.95
68619.83,47306.88,87562.625,98411.95
76651.805,44929.41,69907.25,101619.75
72339.76,43001.29,171195.47,142373
48255.03,60964.11,162497.86,86938.695
71220.9,39121.832,86227.9,85854.664
87390.195,37634.03,152852.53,79850.14
34344.53,79815.31,71666.81,65893.2
65058.57,74015.04,50262.7,150834.97
88237.29,27906.14,147987.94,75782.34
68618.97,76199.875,87706.24,159294.36
35388.57,41571.54,227363.8,87981.01
77337.65,78593.68,136960.6,149968.1
40718.42,77611.99,60763.3,152668.5
111463.31,107164.17,162156.02,79814.45
34783.562,31832.9,148071.8,83211.45
46504.07,38261.402,96387.08,69957.13
94621.5,33521.51,137152.38,89446.88
77506.21,41102.84,262143,87509.734
68060.83,38541.76,163294.22,82085.28
41885.44,39917.332,131150.44,81441.57
81838.89,39688.14,85064.75,139897.92
33491.41,82070.664,81824.27,143837.16
77685.09,48881.973,76057.97,74662.19
75013.07,58944.832,95447.1,176304.3
73459.055,99661.96,84397.39,153721.56
79108.39,64574.39,69403.29,94126.57
82002.72,45715.88,135029.03,79312.21
82600.42,88393.81,86138.46,83426.88
72016.83,40720.57,69564.11,142189.39
38716.34,45042.07,76195.57,141319.5
71603.17,39201.38,230465.81,88122.914
37181.242,36649.76,208406.81,93465.664
31107.49,70012.17,64238.992,159964.3
89762.07,69448.44,85773.82,65828.7
65991.24,46154.48,157652.62,79132.04
39762.96,51964.64,96424.92,103554.32
87698.93,41719.46,88086.79,139725.5
69883.17,79969.25,82935.39,91204.29
38467.37,28651.33,86845.38,76690.07
63983.14,36641.59,141646.73,75497.68
41006.09,41084.78,81914.14,139886.75
88012.4,42444.44,92155.02,100831.56
63047.46,41930.16,84479.52,77925.46
68574.68,51563.45,79995.914,81736.555
83439.78,158177.22,138030,151594.36
64319.832,26719.34,32374.701,113575.04
96674.75,77804.63,80611.67,100269.555
41029.742,29674.3,75180.77,82470.13
68316.25,56250.45,88982.484,149365.23
89903.11,73231.15,148279.05,81239.47
10437.82,77113.625,80705.84,78190.77
71055.35,35715.37,77146.305,970.51
35454.36,70414.22,91336.305,87352.78
43604.582,47284.09,145607.03,79674.27
40147.38,42432.402,90817.29,71759.26
82469.27,69752.88,66098.74,-282.08002
75642.59,33314.25,73790.58,89670.484
56287.86,46727.242,136201.22,204530.36
58704.46,50640.67,48726.742,77673.914
36338.01,69770.94,78244.52,262143
195612.16,36209.87,137471.86,86044.29
38568.85,78513.27,75501.125,151126.08
52049.35,34250.36,80912.24,154906.22
112539.6,73136.984,80712.29,130787.945
38282.47,43378.832,77642.95,90458.67
55481.18,64462.59,76514.63,137431.02
65715.61,48048.2,4839.65,79693.625
61840.02,39812.41,2936.47,89458.06
45662.992,78246.67,143994.11,135608.25
123802.59,33519.36,132249.08,244500.58
81113.055,85664.6,67838.09,89920.31
48380.59,44401.8,947.29004,141678.98
67296.29,32210.01,129506.54,88959.695
150923.12,71767,83954.92,101240.49
70771.125,40525.78,99296.03,89448.6
84873.4,219477.16,157397.62,64239.85
50110.91,41666.57,100911.11,148655.3
113401.75,71701.64,138054.94,63027.68
78693.44,48697.5,135380.34,172786.9
70569.88,39036.69,88165.914,79001.75
4270.7603,76820.36,76377.03,92083.21
30534.73,34063.312,5151.83,64726.18
71691.32,72278.27,127000.93,96313.555
35805.242,79518.18,69351.69,65148.44
60345.34,52975.57,65528.992,138497.84
72528.53,49072.89,76424.33,123775.5
99707.11,106490.36,85198.914,133686.14
61719.19,71824.625,110789.93,104887.75
66509.82,48657.082,70263.29,142152.84
97057.45,44059.52,149944.88,144733.27
78573.04,42511.09,150118.16,139390.1
57881.87,47008.89,76017.984,83374.42
64463.883,74523.305,149527.77,86061.49
38222.7,36877.23,164179.16,74138.02
60669.133,70351.875,97394.57,49916.98
84338.484,39049.59,72404.69,73492.164
41574.12,32568.63,158105.4,160514.27
44509.73,68746.68,154256.9,131762.75
58239.633,41261.94,73902.81,131419.19
28657.35,90829.76,145664.22,156821
74071.805,45632.89,74061.484,97158.07
34842.04,74562.43,113389.71,75552.72
35028.66,186491.86,149437.47,60601.62
82262.01,40528.79,140946.27,103515.625
38713.76,78715.805,68222.51,76018.414
31952.01,84721.18,162282.44,71893.85
75680,111452.99,76138.81,188974.25
46027.2,31973.08,70696.734,94088.305
129083.42,39280.5,87074.57,42493.89
88160.75,63658.062,154091.36,90324.51
80473.21,79340.164,73628.9,150964.83
83021.39,41631.742,145098.34,86714.234
78294.4,43483.32,86781.31,106118.84
45355.11,73330.914,137455.52,143986.36
41976.17,38681.94,72931.01,75702.36
43625.223,74263.58,85164.51,93556.82
42760.492,68446.11,89607.7,79905.18
78172.28,40144.37,145790.64,88848.75
45660.41,48951.63,94222.46,162306.94
80946.64,34086.53,87531.234,131970.02
71321.09,4653.89,77005.26,145187.36
54495.19,23048.861,81559.39,79485.07
67419.7,80102.125,82868.74,140164.52
73204.92,83685.74,81128.1,156375.95
71129.31,36346.18,5089.0503,70013.46
93448.03,38558.1,79518.61,159558.81
67967.95,72994.22,152944.55,69766.64
63550.992,42304.26,87906.195,155193.02
151287.77,73196.75,87700.65,95465.59
90511.13,38826.85,139432.23,80027.734
139816.22,62565,72079.18,86084.28
88082.06,65686.37,1090.91,70389.71
9735.63,246298.42,75647.32,140964.75
35211.41,119228.25,79727.164,64807.883
76131.93,162392.08,81296.664,247633.14
81689.68,51619.78,154085.77,73451.31
90100.055,73410.46,71789.36,73957.42
45028.312,68820.21,74585.65,83148.24
54811.67,46779.27,78631.52,85381.234
43575.77,67911.625,240663.69,546.10004
81549.07,42482.71,131211.92,248307.38
39976.242,69326.32,145841.38,1160.5701
91831.664,78622.92,80053.96,64362.832
75554.01,86605.01,79798.11,68163.17
54638.383,73240.18,131989.36,149711.38
55374.54,78342.56,78923.06,156591.38
72735.79,78384.27,142061.25,145859.44
78501.234,77606.4,258523.75,139970.16
78555.414,39395.312,157232.94,81808.36
40991.47,55167.71,146058.97,112819.1
46745.3,45358.98,159735.55,88127.21
39855.41,42894.652,126048.055,154976.73
50406.75,37161.89,149349.75,77342.81
71897.29,77587.484,77199.625,162628.58
53699.26,38274.73,84412.44,80733.36
74421.39,78056.18,90699.04,89057.734
33495.28,40994.48,130312.79,131904.66
68155,58889.79,90809.125,93561.555
83619.95,49524.82,81146.164,94553.56
80400.54,72895.75,84385.78,136874.6
66852.1,74371.51,74097.17,160963.19
63717.832,42385.53,146001.34,155486.28
34838.6,61792.723,142091.36,129222.74
66391.14,89125.24,94001.445,72748.69
60593.883,42353.71,145524.05,76884.86
39168.27,36535.812,78848.24,227494.52
57961.42,83501.7,67213.305,141415.39
86292.83,39805.96,73136.125,72324.71
78254.84,134707.83,148187.89,76957.53
34391.832,77476.54,71709.81,147584.17
75399.64,76409.71,75160.13,94678.695
65313.133,38804.492,151016,77131.68
71315.07,75687.74,153036.58,124140.14
31378.39,45853.91,140118.94,95053.65
79612.35,80876.555,166257.36,108668.31
98148.36,45060.13,73138.7,155030.05
72977.45,39667.93,2484.54,95770.03
86367.22,68827.52,138327.12,153328.97
74483.31,82766.83,81095.42,60097.23
92014.84,39015.19,97504.65,61416.902
43244.242,34634.78,77276.164,76168.055
97562.7,68305.93,5633.86,148471.69
47140.04,41577.992,92549.76,195528.75
35759.23,76565.375,255140.08,161968.97
80181.24,30405.73,156505.38,106478.32
74826.02,67445.93,150811.33,139040.08
85071.63,32692.47,134227.08,158676.88
84314.83,53905.23,82405.63,234880.19
34733.68,84787.4,90873.195,94292.984
47604.01,71435.04,77123.94,94038.85
82000.57,74898.26,81274.305,8430.58
35894.68,71976.414,83094.06,163887.62
57920.57,1761.7101,164020.06,88739.53
101133.42,87675.71,85707.17,155579.16
42851.652,44980.582,214913.14,217344.8
139653.69,29768.47,144087.4,150327.58
88000.36,77981.79,94332.11,153859.16
42083.242,72255.484,87901.89,77113.625
31709.92,67472.164,76080.33,924.5
37211.77,42231.59,106991.31,159327.9
73643.09,35947.57,74292.39,78393.305
78013.61,36866.48,162131.5,108811.07
91658.805,100868.11,134453.27,156371.66
40705.95,253895.22,132005.7,134196.12
84335.47,56088.34,142305.06,162608.38
67489.79,96186.7,92392.38,142220.36
67609.76,33903.78,136225.72,74750.34
64976.87,45874.55,139665.3,76771.34
34589.63,64023.133,170949.94,138117.3
38759.34,78518.43,80225.96,61625.45
56258.62,55500.53,84953.81,262143
59633.26,40964.812,152726.97,233501.19
38470.812,42143.87,138502.14,135562.23
66487.46,50663.03,96119.195,75600.45
76966.13,45666,73936.35,83957.5
84597.77,37846.45,79820.47,90757.52
43614.902,45991.082,73124.51,215353.89
48918.52,43506.11,160785.17,138407.11
75387.17,42313.29,150251.03,122798.11
87871.36,85401.445,150069.58,95408.83
37011.39,45829.832,146606.36,156325.22
63891.12,35663.77,73793.59,97880.9
84691.08,49410.01,76314.25,87431.9
86535.35,30992.68,129820.875,77350.555
71739.484,31348.291,131920.12,70249.96
74378.39,77797.75,60515.19,129653.17
41770.63,77541.47,80601.78,156010.88
97115.5,79863.04,74410.21,96314.84
68723.03,41570.68,77019.45,133531.77
114529.64,32014.791,72769.76,102901.15
37510.62,65004.82,78563.15,203011.17
81065.32,31935.24,139113.61,151636.06
59819.45,72373.305,71093.19,89114.92
60187.53,109829.74,77944.38,133056.19
92281.01,37004.94,78347.72,261931.5
46833.88,70472.7,120977.06,197064.27
166911.38,37293.47,74270.46,158160.02
57410.59,127364.71,127274.414,78707.2
121932.52,75194.1,137183.77,220370.7
83864.625,73972.9,162798.86,103906.92
80009.24,39246.1,129670.375,151056.86
37628.44,40880.1,67573.21,158736.66
120665.74,90113.38,252024.3,84668.29
86519.01,37017.41,87125.31,72638.18
61536.44,54731.69,74873.32,79049.055
80082.77,71788.07,74059.33,87298.6
56921.25,44498.12,81896.94,73574.72
36854.44,126011.5,77486.86,86980.4
36760.27,44340.312,144685.11,75807.71
30994.4,46197.05,68461.59,75722.14
77023.32,42210.52,137066.8,136985.97
82019.06,89701.445,68302.92,130901.03
88338.34,81455.33,82363.49,92687.36
42593.652,74843.65,154268.1,113502.805
43910.312,52658.66,74343.99,148839.34
141626.1,38762.35,74531.04,105751.195
69689.67,83430.75,88865.09,91232.24
78906.29,33463.46,134348.77,162150.42
90271.195,38813.95,33420.89,89212.53
80068.58,76094.52,85596.664,100934.76
39294.69,47335.26,128959.586,83186.51
72008.664,43132.87,137511,97492.61
81987.24,41067.582,66464.24,148564.58
75383.734,70145.47,58258.12,141848.4
42354.57,75561.75,91694.49,78609.59
35272.902,81801.914,86095.46,77717.77
94231.92,118428.88,75074.13,68581.56
36010.78,137596.56,-459.24002,151888.05
89480.42,53979.62,147805.62,165589.56
84108.86,39704.48,94301.58,98760.25
83746.375,33417.02,155778.69,79595.15
45445.41,43767.55,133449.64,128735.984
82721.25,84918.125,88695.67,78262.58
38736.55,37834.41,58693.28,84734.945
74074.38,62588.223,174327.16,67602.45
28243.691,45615.69,150288.88,151785.7
32962.94,43965.35,128909.27,87484.79
70467.97,41087.36,96049.1,92488.27
259811.17,35963.91,79184.93,92074.18
38281.61,46699.723,217799.3,98140.625
52361.53,48704.812,154439.66,83186.51
44045.332,39057.332,164854.27,88330.6
68630.15,43989.86,66697.734,133816.44
38616.582,36156.12,206226.72,143797.16
32961.22,80891.6,79360.375,149724.28
31879.771,46842.48,91663.53,73811.22
37570.82,80167.484,-356.47,82552.26
181548.16,33020.13,84577.13,78340.84
21464.31,32695.91,199004.44,100912.4
38643.67,45911.1,69522.4,93833.31
100184.414,47312.04,137276.22,68697.664
37541.582,49670.59,136926.62,137397.47
75256.02,162800.16,140152.05,92514.07
36419.71,46638.66,88788.125,101089.99
72948.64,143929.61,122639.016,240327.86
63653.76,46403.02,133977.25,83821.625
90957.9,46523.85,67941.72,97780.71
41252.91,38382.66,82219.01,248828.97
81944.24,36537.96,73668.89,82179.02
63127.44,71090.61,90112.09,131522.38
66119.81,81725.375,78086.71,106418.125
61023.45,39106.78,63777.17,180344.16
143190.86,53338.492,132458.06,87256.46
78141.32,74069.65,89679.51,82405.2
92816.79,80280.57,238263,70357.03
86471.28,42837.46,76478.08,102636.27
78221.734,44918.23,91916.375,136569.3
35516.71,105428.695,116032.92,61217.812
84169.92,35029.09,126790.234,75357.93
69709.88,77436.984,85621.6,76091.08
62714.21,47586.812,63887.25,81520.26
67426.15,53285.6,71106.09,74605.86
56720.87,75250,166888.16,82886.375
68099.53,82425.414,46130.402,163409.03
53364.29,76518.07,89975.35,88138.82
131834.56,39399.18,144268.02,74214.99
74769.69,32725.15,60080.03,75262.9
72602.92,56044.48,90500.81,66216.99
65612.84,126388.61,82591.39,93849.65
81546.92,33975.59,83639.305,80772.92
77189.734,54256.973,88572.26,76304.36
62509.96,83090.19,210739.56,85489.164
43827.32,151123.08,89256.39,262143
84477.805,50339.67,13594.0205,812.27
117637.68,47136.17,82814.13,24228.35
65090.82,73013.57,108157.9,402.05002
71774.74,72353.95,95168.46,90475.01
40545.13,42183,70338.97,91768.02
65675.19,48460.57,74223.164,160700.47
68069.43,33515.062,128688.68,225356.55
45810.91,79805.42,65980.06,134334.16
38335.36,79414.125,84039.2,117398.6
130035.016,74771.414,72716.44,110373.695
80889.02,83068.69,129126.42,81893.93
72673.44,32634.42,1634.43,134324.27
83525.78,81571,80161.46,77585.33
33816.92,37425.91,73876.58,90863.305
97807.375,55790.78,167604.11,148540.5
100316.42,44404.38,90652.17,139493.72
164681.83,76371.44,146015.97,4231.63
92705.42,118038.875,94762.97,157710.25
124147.02,36401.652,160052.02,101877.32
75083.164,97356.734,84876.84,135266.83
55164.27,82496.36,217998.83,155675.9
69971.32,54705.46,100073.9,133489.62
121439.74,45184.832,161821.47,150440.23
32968.53,81158.63,153624.81,75513.164
76611.38,43151.36,147302.1,182314.84
74293.68,74179.734,96978.76,81198.625
65550.06,83855.164,163819.25,86763.25
83652.63,37210.91,102318.07,82214.71
40466.44,67506.99,79029.27,86694.45
100598.07,38110.47,73616.43,143936.05
76294.04,44157.562,141724.56,84802.45
70811.54,72786.96,113635.24,95987.18
36765,38254.52,140380.81,124885.766
67779.61,63485.633,81107.03,103802.43
71502.555,43734.01,155083.8,94606.45
48325.12,44783.64,137095.61,82715.234
4161.11,70464.96,87278.82,78466.4
74391.29,39712.652,77418.92,63519.6
30501.621,73892.92,226469.39,71373.555
43601.57,62898.68,157238.11,146559.48
71555.875,34050.41,81443.72,83659.94
175126.97,38869.42,82621.49,85026.914
72855.33,30926.89,84190.13,114788.07
71231.65,104809.92,151540.17,75839.96
45143.98,65933.19,75024.25,134607.2
57545.18,35816.85,75833.08,94006.6
94315.34,44104.67,129600.28,100817.375
77163.93,87323.54,246504.39,138251.02
69540.89,70040.125,86009.89,253328.05
76521.94,38162.93,64697.37,149410.38
72452.42,30960.43,138438.94,145169.72
40041.17,38278.17,79278.24,69064.45
126705.95,52420.87,74921.055,87638.305
46856.67,39209.98,89756.055,146058.97
63421.992,52806.152,159843.47,135188.12
80619.84,35036.402,138392.06,157340.02
48745.23,71229.93,77070.19,152041.12
91174.625,44978,163421.94,235084.44
74093.734,49196.73,93113.92,69295.36
40113.84,59445.35,80638.76,84946.07
76285.01,54554.96,140773.4,148216.7
77211.664,40743.79,76869.38,69.23
44692.91,54668.48,156889.38,70139.45
36155.69,241034.78,131673.31,151742.7
79179.34,63883.812,78886.94,92983.2
71304.75,127136.81,160755.08,77674.34
74405.484,90382.13,129200.81,149570.34
81576.164,68715.72,73553.22,78496.07
116978.49,72822.22,80772.49,87385.46
88783.39,150891.73,131470.36,101308
73832.29,148605,136402.45,262143
84815.35,44118,121327.516,153020.23
83639.305,77648.97,82854.125,123988.78
92577.28,33699.53,150478.94,80718.74
125078.836,80018.27,87200.56,89167.38
70289.52,80376.46,72003.93,190284.89
73876.58,72737.08,158637.75,128470.24
73294.36,40110.832,178078.05,221603.52
158233.55,27268.02,158701.39,76302.64
102389.88,74838.06,134489.81,84578.42
113798.64,57665.582,75930.26,76988.92
84299.35,49622,90439.32,144527.3
43490.63,66109.49,75875.65,86703.914
62818.27,123843.445,81660.44,186503.05
76549.89,39178.16,223014.78,163113.62
153499.25,37689.93,144211.25,97544.21
213974.45,33317.69,186135.39,83875.805
39779.73,63227.2,77452.46,141043.02
37762.17,42531.73,134656.22,152671.5
55655.76,113856.695,84374.17,83829.79
219082,40013.652,125166.984,85020.46
34988.67,31949.861,78396.74,169367.11
77376.35,74737.875,151766.78,173618.1
73489.15,72279.13,69961.43,141187.06
110408.52,36162.14,60312.23,95304.34
79117.85,73711.89,93364.18,77022.46
100181.4,65788.28,168203.53,92271.984
136702.6,31927.5,73761.77,140940.25
35202.812,49617.7,122933.56,103855.32
58700.16,47132.3,162431.22,95693.92
68639.18,46224.57,82169.99,150730.05
130496.4,40736.91,158409.42,79938.72
113529.89,42842.19,94436.17,73888.625
49312.832,29691.93,86917.625,155757.19
79069.26,76324.14,144795.62,83533.52
43255.42,70625.35,87267.21,69458.76
43397.32,40172.75,96873.84,207565.3
32133.041,36319.52,138395.5,81731.82
38277.312,84299.35,69057.14,76318.984
41560.36,43083.42,161771.6,163368.61
67778.75,116441.85,87059.52,135108.16
69043.38,144176,85552.805,104712.31
71101.79,40994.48,65824.83,78324.07
32897.152,63163.992,86273.914,3255.53
82783.17,46385.82,149898.44,262143
49858.93,80767.33,156520,237906.53
46452.473,76467.33,92525.68,151851.06
84107.14,70551.82,88024.01,79545.7
64318.543,81170.24,74473.85,143508.62
58774.98,79243.414,70749.19,80796.14
41543.59,48732.76,69748.58,159266.84
39667.93,39262.01,32205.281,178194.16
85313.29,45230.84,77951.69,98184.484
76027.01,78458.664,141455.38,84918.984
61537.73,74202.09,154538.56,160296.27
83672.84,99414.71,136942.53,91940.02
130790.52,37892.89,149288.27,135534.28
44852.01,71426.875,86991.58,161633.56
43886.66,118926.82,74005.15,94602.58
77721.21,40721.43,8081.85,138816.05
40591.57,43002.152,92167.06,83086.75
85083.67,64269.52,87949.625,1684.74
86497.08,41474.36,174903.36,130384.6
34867.41,41168.2,152259.12,83793.24
60719.01,34877.3,9933.86,91420.58
74328.94,70725.11,83742.07,112304.82
122915.5,39210.84,78139.6,132704.02
54782,55792.5,904.29004,56831.812
84485.54,43644.57,105858.266,82098.61
86485.47,40077.72,79441.21,68650.79
110664.805,55237.8,112748.15,140777.27
74699.17,28067.39,82185.9,93239.055
153073.12,55249.41,22375.91,156195.78
93512.96,71235.95,116475.39,90026.95
141252,39196.22,83648.76,98482.47
78988.85,78864.15,104136.97,73314.14
76002.5,34587.91,71247.13,143955.83
73464.64,73302.96,83721.43,87152.83
78612.17,72923.7,76117.74,1775.47
67187.93,50842.34,160365.92,153755.53
69733.96,61821.53,85587.2,158731.5
39756.94,40420,80206.18,74454.5
42836.17,37514.92,75103.375,79193.53
46534.17,43960.19,83538.25,78327.51
89031.5,74227.03,262143,67537.95
68092.22,89215.54,82459.81,145204.12
96943.5,41878.992,79972.26,138710.69
41372.45,32600.451,71871.92,154823.66
76588.59,74159.52,150438.52,73416.914
84146.27,67911.19,71590.7,249693.27
37871.82,41271.402,142374.3,237891.48
82595.26,48341.89,76086.35,142014.38
73654.7,86264.88,654.89,70515.7
49824.53,80299.49,53169.5,133718.83
45091.95,40106.53,164849.53,154798.28
65092.973,27042.27,100399.414,185858.05
180423.7,68924.7,114125.016,71463.85
82760.81,43655.32,66350.29,206554.8
97613.01,46468.38,81360.734,262143
154948.36,82143.33,84920.7,80413.875
68271.96,76676.74,140965.61,155914.56
82449.92,80907.94,74185.32,145597.58
98947.734,38897.8,84954.24,168348.88
182605.1,31537.92,96607.67,82762.96
262143,40970.832,78098.32,79952.484
83262.19,35748.91,80169.63,99361.39
67064.09,74509.97,169242.84,92118.04
126080.734,75312.78,98948.164,71972.54
68633.59,41117.89,158296.33,79237.39
112173.24,46691.55,130143.375,77946.96
39606.44,44593.152,144978.38,69045.96
52982.883,53162.19,154906.22,262143
57141.41,50073.5,140445.75,145048.89
86939.125,70742.74,139046.1,-824.74
80642.2,83865.914,1664.1,70185.46
36017.66,41282.152,90685.71,3520.84
35839.21,45786.832,80274.984,133852.55
88970.875,41415.88,156431.42,66374.375
62165.96,74808.82,71951.04,115308.805
47705.492,39467.98,77715.19,154677.45
76095.38,42659.44,84958.11,198406.3
63442.2,39824.45,149860.16,152999.16
49267.68,107770.04,101361.32,93379.664
75125.734,38609.7,67513.01,81126.81
80336.04,66862.42,167880.17,262143
38759.34,42563.12,141554.72,107137.945
67984.72,66936.81,84188.84,81605.83
56391.492,45550.332,144823.14,78619.914
1960.37,39179.88,80042.35,128711.04
36251.152,55048.6,47581.652,109335.24
48882.402,63865.32,68797.85,93583.914
34874.72,3690.26,69644.09,84402.984
175570.72,74046,69803.19,47607.45
84476.51,47275.062,86878.92,69553.79
101556.97,36168.59,156786.17,77306.69
40738.2,43160.39,70958.17,132349.27
78718.81,78343.42,151215.1,87667.97
79714.69,75148.09,147828.84,77499.33
117073.52,243806.14,137308.47,134830.8
67337.57,33268.242,143395.97,181008.94
89154.484,49953.53,78755.36,93674.64
87812.88,62744.742,28717.98,94916.914
88212.35,35729.13,88866.81,151578.44
208094.2,44100.8,86765.4,80570.39
36847.992,40786.79,80773.35,90252.27
83025.26,140625.9,74966.63,141945.58
72779.65,33494.85,1006.63,73020.45
41609.38,85666.75,87932.85,224099.23
262143,46169.96,75592.28,87128.75
36508.29,71900.305,149133.89,66562.28
49711.01,34193.6,72429.2,80882.14
83682.734,58954.29,150012.81,92689.945
68640.04,39525.17,137861.44,88261.375
35699.03,36686.742,18737.25,146280.4
37599.2,33447.12,86201.67,109029.08
72016.4,112561.96,94642.14,143071.75
75100.36,144702.31,91864.34,76316.83
113398.74,72353.09,101862.7,140362.75
8837.36,77291.64,85212.24,151600.8
36028.41,65849.34,88331.46,126268.21
54429.402,52453.55,78552.4,148475.56
67812.72,69537.02,132375.5,86789.484
60255.473,29967.99,163914.28,152567.02
42031.64,36830.36,84823.95,130134.34
67749.51,32612.06,106029.83,153609.77
76386.92,79948.61,83935.57,74581.35
38921.88,159183.42,116684.375,142034.16
91313.945,83671.984,81758.484,262143
36968.82,68252.18,83982.01,90343.86
191898.69,45239.87,147483.55,87891.14
88609.24,40490.09,101231.46,157836.66
39089.582,66109.06,114899.016,88452.72
219567.03,74595.97,139225.4,150292.31
114724.86,53241.312,93020.18,72795.13
41162.61,82204.39,81663.02,94659.34
39548.39,43331.53,88294.484,132575.02
115486.82,35577.77,94354.47,82996.45
54034.23,42274.59,94124.42,69996.69
89852.375,69425.22,174107.44,87007.49
83199.414,73094.84,148417.08,79487.65
79945.17,38083.38,68514.055,137225.47
127439.53,36744.79,86089.01,147123.64
33533.98,66829.31,160780.02,66483.164
112026.18,42300.82,140651.28,148113.08
52930.85,48524.64,77430.53,176884.38
77393.984,96289.47,141961.92,136655.3
208964.95,35847.812,139168.64,147969.45
37042.35,37153.29,139915.98,86787.33
36177.62,45058.41,89237.9,137870.47
46034.082,93359.02,74734.43,78469.414
33646.21,67839.38,71632.414,140283.62
60363.402,35044.57,73089.25,73912.27
67277.805,94422.414,77399.57,136730.11
69857.805,110177.18,210483.72,119640.195
40500.41,32494.67,88759.74,79657.07
53157.46,38048.12,141513,192501.97
41920.27,52907.2,89010.43,87382.02
61200.18,45773.07,103810.6,149646.45
65942.22,34845.91,1737.63,139246.9
65497.17,30359.291,81212.81,69816.09
19328.07,74617.9,72875.54,84086.5
81641.52,36519.04,142352.36,87433.195
86412.805,36132.902,157066.97,249203.5
60810.17,28591.99,58368.2,89248.65
34162.21,34621.88,149344.16,150070.44
60209.89,68993.07,148917.17,102253.57
38449.312,79234.38,74672.51,93235.18
101085.26,69111.32,84295.484,119703.83
67427.875,49923.43,149305.89,221759.17
66921.33,99465.88,83839.68,95094.5
41428.78,42364.03,146932.3,153371.55
109399.31,45059.27,83949.76,79268.35
46178.992,70989.56,89682.09,125366.07
165395.2,76797.14,161294.3,153046.47
98217.59,68334.31,83422.58,95321.54
52438.5,41016.84,93231.31,84776.22
67080,44379.87,95630.71,142574.25
23732.56,56234.973,137005.31,64411.85
73063.88,52182.223,80416.45,135729.08
