"Each sheet contains a column representing the intensity values from approximately 20,000 captured cells.",,,
"The 20,000 intensity values in each column were used to create histograms for each sample.",,,
,,,
,,,
,,,
,,,
Sc644,BY4741,BY4743 (control diploid),Hybrid
46222.85,44898.88,142867.5,80698.96
33490.55,170120.9,90361.06,162312.53
87901.89,52663.39,182960.27,91044.76
84301.5,77544.914,107303.49,151494.16
145631.55,94021.65,115205.6,149250
72785.67,74498.36,132347.98,145638.86
72339.76,49612.54,161310.2,139508.34
69367.6,68576.4,92754.875,94055.195
84579.71,41154.87,104512.36,98572.77
139292.9,40020.96,160470.84,80235.42
44523.062,85288.78,165316.94,80344.64
65121.78,80850.75,132106.75,49134.812
39204.82,38112.62,79998.49,61652.11
64311.66,47798.8,153134.61,75515.31
47243.67,86140.18,88249.76,57366.73
41416.312,118033.71,160889.66,131135.38
32157.121,35003.29,160629.08,122925.82
51578.5,39166.12,242572.47,79356.07
38970.04,33514.2,143971.31,147823.25
75280.1,34961.152,85621.6,141187.92
52625.55,79000.89,65449.87,85225.57
42680.082,38976.062,95327.99,130361.38
74352.164,42999.14,89896.234,74674.664
40267.78,53253.78,89588.78,79549.57
100453.164,71347.75,83029.13,86707.35
99634.445,182283.89,109944.125,87958.22
55417.11,36618.37,97225.58,37533.41
33850.89,38689.68,112860.81,74892.67
69148.305,36167.3,135201.47,67541.39
60395.652,78202.81,136333.66,94524.32
45777.8,77835.59,86240.805,80121.04
72039.625,137098.62,75376.85,138223.08
44539.402,86187.914,93331.93,77657.14
34971.04,43050.312,96539.734,187995.14
76164.61,37377.32,157347.33,69808.78
62541.78,43526.32,148907.28,99337.31
34680.79,36218.04,168273.19,90618.2
262143,48095.07,139148.44,144638.25
51538.082,42846.062,90493.5,70814.984
59962.21,132591.36,86764.11,97889.07
63076.27,37995.66,73234.59,58911.29
77135.555,68761.305,85265.99,129155.664
71116.84,79907.76,138632,139424.5
122467.875,47395.03,64770.043,160472.12
235187.22,80156.734,111456,96964.14
76020.99,81827.28,126990.18,167671.19
72868.664,75597.875,148837.62,90200.24
40927.402,37162.75,78821.58,134352.64
43629.52,39983.98,90718.39,92576.85
78958.75,42947.11,79903.03,184693.61
108138.125,84216.79,75148.09,76717.164
44677,78565.305,90303.875,152317.19
46393.562,83483.64,81084.67,209041.5
36398.21,168595.69,80888.59,153335.86
66727.4,42999.57,87422.01,10894.91
36119.14,65114.902,81680.22,81780.84
73857.664,518.15,93168.1,89604.695
127170.78,74187.47,157089.33,76398.96
73185.14,82906.58,80766.9,170879.86
79194.39,39793.492,88721.47,66579.055
37706.27,43563.73,84676.89,134752.97
73765.64,43923.21,76821.22,91166.88
108380.21,64463.883,86913.75,150906.78
73228.57,117931.805,94434.88,83766.15
83416.13,32626.68,89768.52,72371.15
159640.52,58430.98,154262.08,86748.63
36927.54,60580.55,139082.64,67096.77
38026.19,79637.29,255813.45,75425.44
41395.242,35117.67,215156.95,142313.66
58419.37,42447.45,73464.64,99833.1
53526.832,78977.67,135263.38,165613.64
69223.555,66984.11,91934,89839.47
90678.83,71968.67,89354.86,137453.38
94951.31,38872.43,149906.61,103897.03
47408.79,77921.164,228067.28,262143
64337.03,84562.08,64138.8,76414.01
86967.07,75549.71,145977.27,157014.94
75159.27,48970.55,150290.6,150240.72
71275.94,46339.812,139184.55,231707.22
90515.43,61739.832,153691.89,64577.832
72652.375,69952.83,1544.56,165773.17
72843.72,72915.53,77837.31,93197.34
60507.02,47460.82,162951.94,52006.78
154317.97,32352.771,65569.84,133253.12
39214.28,41722.04,89378.08,131905.94
10898.78,36832.51,83811.305,143576.58
74017.19,34936.21,76460.02,259858.03
87715.27,74925.78,81365.89,101166.1
67338,44746.23,70285.22,147454.31
74906,76023.14,148732.27,160711.64
83673.27,45679.332,150793.27,91612.36
40216.18,48851.01,66753.2,127592.18
67712.96,109929.07,82002.29,80061.7
30544.621,41218.082,88713.734,94822.31
81334.07,76218.36,81754.61,78786.75
83137.49,78550.68,73531.29,74282.93
193570.1,36134.19,80947.5,72743.53
42740.71,27728.98,82910.45,166707.56
66194.63,73704.15,222899.97,130563.914
36822.62,68094.375,65877.72,162294.05
72239.57,36726.73,97937.234,91800.27
74674.234,111201.016,89676.07,144574.17
63250.42,103958.09,128748.02,97616.45
34254.23,73225.99,142686.47,169292.72
106215.59,71984.15,96200.03,91636.445
71729.164,65047.82,141027.11,159447.44
52964.39,92557.93,79747.375,80281.43
127719.03,111225.52,73108.6,81042.96
75829.21,45627.73,160428.7,136281.62
33888.73,68646.92,97165.38,88322.43
32571.64,44472.75,138668.12,170016.4
36296.3,48212.89,71773.02,262143
45475.082,66380.82,85914.86,91891.43
45209.77,62307.86,2005.0901,149539.81
80178.234,45386.07,80955.24,149017.36
70031.52,120615.86,145226.48,85500.34
105564.57,87107.25,78215.28,90918.34
77177.69,29713.43,139243.03,149852
81681.51,71351.625,154070.72,71499.97
39435.3,34077.93,211997.75,61910.11
64484.09,38787.29,136451.9,76196.86
70044.42,36148.38,86242.52,164895.55
144983.97,38743,90245.82,162711.14
35452.64,72332.45,137925.94,65381.5
67345.31,80429.35,65019.01,139610.69
50109.19,68324.42,83814.74,3961.59
127324.29,41947.79,87962.52,176186.9
72459.305,45996.67,95644.04,75489.94
49569.11,41297.63,74367.21,81356
43669.51,32471.451,1148.1,167230.02
47352.03,67642.01,214263.84,130306.34
82848.1,50386.973,95641.03,157217.89
86059.34,45160.32,148079.97,262143
75908.76,39443.47,141550.84,140708.05
39976.242,45861.652,82669.22,74713.36
59654.76,78591.53,84934.03,99597.89
77529.86,86068.805,62372.793,262143
153300.6,44366.11,88633.32,163612.42
71195.96,72512.19,181220.5,87583.695
65985.65,80547.17,158706.55,149371.69
173688.19,60334.59,167176.69,90755.375
63752.23,46479.13,145313.77,61230.71
75658.07,37591.89,89602.97,139217.23
72252.9,43407.21,102285.39,93167.67
-131.15001,51982.27,76320.7,78913.17
36347.04,76384.34,151234.44,68239.28
66896.39,117737.445,71625.53,156600.4
190097.4,29444.68,148040.83,150065.7
80985.77,77148.02,148273.47,89934.5
75793.52,71424.29,147798.31,144059.47
90663.78,88871.54,74929.22,146677.73
72916.39,86926.65,78935.96,143131.1
86663.06,72297.19,130577.67,85461.21
58506.66,36571.07,156271.03,89292.945
45844.88,60950.78,126996.63,124683.664
27003.14,32551.861,85273.305,110233.516
61772.51,39930.23,146491.97,76970.86
28275.51,46642.53,111206.17,97519.7
115556.914,42315.87,68564.36,164995.3
79869.92,42514.53,71701.21,72947.35
49921.71,49846.89,140008,81417.06
149949.61,89225.43,90685.28,78042.85
115525.52,29327.72,79780.914,114167.15
122215.46,76286.305,89068.484,241295.8
76721.89,77012.14,64487.53,142335.6
38151.32,76091.08,88083.35,96893.625
115316.11,2235.57,84530.26,69950.68
89381.95,44803.42,75191.95,83632.42
76278.99,46309.71,78744.18,89117.93
37585.87,46802.92,70974.51,165299.31
62065.77,36918.082,151507.92,79953.34
103639.46,81042.1,133095.33,79997.2
72986.914,33320.27,150001.62,83601.03
83070.414,69196.89,149069.39,148881.9
68257.77,37761.312,150585.58,149949.17
123116.74,109136.15,76896.04,150064.84
66451.34,44310.21,92009.25,127045.65
39384.992,37138.242,143584.31,82459.81
48749.53,40719.71,109778.57,131226.97
40341.312,76703.83,74567.59,146350.94
82987.42,42250.94,134847.58,148110.92
127653.67,71480.625,144593.95,138868.08
83300.46,71938.14,148297.11,96219.38
85399.72,49250.05,76059.69,75245.7
74722.82,55509.992,144403.47,75747.08
70145.9,34322.17,10363.86,807.54004
83134.055,43758.95,147015.72,136454.48
8521.74,80980.18,140570.88,168754.8
89779.7,38933.492,157135.33,104686.945
65525.12,49315.41,76985.914,94474.01
63861.45,69123.36,101088.7,138601.47
97705.89,117514.7,95315.95,73748.01
65649.82,75502.414,137794.8,90401.055
81429.1,45262.66,149702.36,80121.9
67670.82,42154.62,65665.734,157106.1
84150.57,50740,83337.44,140066.48
65504.91,34430.1,83604.9,97542.06
64005.5,68446.97,85887.34,85418.64
67313.06,70460.234,148313.88,153303.17
50319.46,47789.34,90253.56,82219.44
74810.97,48069.7,99608.21,91061.96
88915.83,47587.242,96690.664,153922.8
67967.09,48174.62,93270.445,107026.57
73863.25,32778.04,84295.484,85312.43
148698.73,47167.13,80824.09,85584.195
37832.69,39784.89,183894.66,161929.83
101772.4,76877.125,87426.31,157456.55
58102.46,33057.11,91973.99,166962.98
45659.12,35034.68,150551.17,107822.93
37183.82,46345.832,155826.84,86983.84
85170.96,72285.15,93598.53,85735.555
61682.64,124177.555,132032.8,72183.24
83238.54,53516.082,64370.57,100401.99
102868.04,46409.473,168977.53,157631.12
117203.38,91349.2,5854.88,116391.11
43952.45,34667.89,3178.1301,130502.85
47841.8,71432.03,87328.27,106510.14
36037.01,44512.312,80767.76,143370.17
67564.61,42640.09,105936.09,148372.8
74254.984,35995.73,227196.95,71929.54
95661.67,48806.723,78915.32,258303.58
51537.223,71190.805,148144.03,150666.4
46835.6,41203.03,168756.94,79933.99
80830.11,74471.27,40928.69,136706.47
40100.94,71993.18,153908.19,152907.58
83492.24,74147.914,1131.3301,75698.92
310.46,45119.902,78780.734,138991.05
37677.46,47589.82,132629.2,85657.29
73106.45,50278.18,62481.582,75045.32
37406.13,39211.27,76873.25,116648.25
79439.49,88193.86,92951.81,155614.86
72020.27,48878.96,72911.234,83447.09
61017.86,41969.72,66155.93,80479.664
42508.51,38833.3,75880.38,146414.14
65909.11,33704.69,149725.58,82344.14
65679.06,45801.45,26636.781,132486.88
53837.723,36167.3,82980.54,79150.53
61964.723,32077.14,85307.7,151052.98
83438.92,153496.67,81542.625,158322.12
89838.18,41237.86,82974.52,74129.42
56775.48,66597.54,84469.2,167939.52
164945.42,45807.473,144316.17,195266.44
36039.16,37570.39,158453.28,69742.13
67363.805,79378,109118.09,42277.17
88786.4,108704.86,83751.1,262071.67
74487.18,77020.31,142832.67,75793.09
42402.3,42834.45,147678.34,68432.78
98820.45,35172.28,87089.195,150423.89
46897.52,65356.133,84692.805,81834.59
78515.42,45040.78,60814.902,87100.805
69183.56,36320.812,154913.95,74964.484
106146.79,30103.871,103206.02,89487.305
83635,40539.54,97108.195,120908.266
103086.484,98125.14,162100.97,172823.89
101144.6,120715.625,80271.97,87891.14
69098.42,74644.13,192570.77,85183.86
33336.61,112873.28,152157.22,88827.25
34393.55,48497.98,261071.92,147754.45
142409.98,34027.62,96127.79,87489.09
58288.223,65305.39,79045.61,69076.49
86708.21,36111.402,77343.67,96385.36
80205.32,41211.63,133977.69,144796.9
83257.03,67554.29,76649.22,158062.4
146491.97,46347.55,79991.61,97136.57
56888.57,113983.54,140607,96692.38
71709.38,32705.8,81924.03,109409.2
40186.51,48791.242,72513.055,69566.69
1198.84,38377.07,89345.83,16616.49
45237.723,47828.902,82704.484,163482.56
68083.19,87467.164,84337.625,153961.08
39937.54,44933.28,94060.78,56012.23
40842.26,39621.492,73883.89,83146.95
72700.53,77500.625,83844.414,160211.12
86362.92,42687.82,80922.13,97557.54
75600.02,55626.95,83936.43,75655.49
81125.09,135815.94,153332.84,86016.77
93579.18,37583.72,262143,139172.52
83035.58,79305.33,74681.11,79600.74
37447.84,81670.76,78788.9,86411.51
39855.41,45101.41,38333.21,100655.695
66401.03,37236.28,103357.38,87093.92
94709.22,40765.29,133583.8,140947.12
96017.71,87288.71,89533.31,79897.01
41139.39,64436.36,83743.36,141294.12
83974.7,54728.25,75053.49,231570.9
101546.65,39720.39,166338.62,95818.195
82719.1,52341.32,139316.56,152948.86
109975.945,66860.7,79640.305,75218.61
99271.95,70412.5,73797.03,166593.61
37139.1,74512.555,79785.64,128582.04
88458.31,45432.51,70644.7,92916.125
67688.45,74776.14,137105.5,94748.78
58675.652,74696.164,262143,83542.984
61833.57,122931.84,153721.56,146563.78
39317.05,37394.95,154180.8,83942.45
30244.91,35999.6,157420.42,16520.6
49001.082,44292.152,154932.02,84515.64
84317.84,67442.49,140611.72,139846.75
70034.1,68978.02,83731.32,153669.97
65961.14,48642.89,79851.43,69791.58
83081.164,58422.383,147641.8,74130.28
54347.7,31566.3,155044.67,82033.25
123390.65,53810.2,137897.56,84920.27
31026.65,32916.07,149534.66,106372.54
85923.46,83948.9,72234.414,40456.12
81518.11,53843.742,144910.86,86366.79
89830.445,93660.45,72243.44,99694.21
159763.5,79625.25,145536.08,81962.305
69608.83,46179.85,137648.16,93876.74
87407.39,38331.062,75018.664,176160.25
42229.87,39505.82,152807.81,115233.125
61575.57,53918.133,77019.02,262143
83209.734,181609.22,141135.03,70349.72
54939.383,76880.13,142981.02,85333.5
64607.93,61272.42,65710.88,77542.33
43484.61,79557.74,82916.9,92535.14
80251.33,24123.861,147030.77,90511.13
84641.63,45927.44,143600.66,102594.99
35081.55,48630.42,96112.74,86650.164
58583.633,67349.61,94727.71,150025.72
45702.98,38718.92,142014.38,142703.25
73668.46,29404.691,101434.42,71729.59
60176.35,85873.15,175841.62,92842.164
93724.95,75121,1185.9401,76199.44
34172.96,46626.19,185381.61,69434.25
90683.99,33346.5,163299.81,137431.88
262143,55838.94,145945.02,72730.2
49098.69,46447.312,152787.17,79817.03
44736.34,49503.32,225759.47,149528.62
75236.24,109005.43,158209.05,2147.85
89612.86,82922.92,149183.77,151347.97
167695.27,69147.01,82052.6,137568.61
75060.375,79816.6,142480.5,90761.82
73554.08,78593.68,138782.5,107944.625
103762.875,183811.25,81243.34,80909.234
41209.91,47585.09,131837.58,132455.48
64527.52,42521.41,160595.55,68216.49
77262.83,36321.67,78122.83,153374.55
47283.66,35010.6,113345.42,952.45
91591.29,76813.914,81147.02,101586.64
90209.27,75474.46,89404.74,37037.19
39207.832,72842,100444.13,87331.71
125058.625,2593.76,78381.69,90372.24
52321.973,63076.27,151987.8,73556.234
81017.164,74922.77,132361.31,127031.89
86594.695,81450.17,144330.8,136237.77
55516.01,43123.41,82569.89,146495.4
138217.48,41281.72,220252.45,246661.33
59744.2,57544.32,241376.2,89940.95
63838.66,70865.72,71733.89,156148.05
96420.195,119253.195,89348.84,66882.63
78661.19,84303.22,68809.46,142796.98
89380.234,75664.52,72790.83,81849.21
52382.17,49248.76,137877.78,75093.914
38064.03,78777.72,88542.164,82746.19
103242.14,52259.19,71355.06,67289.84
68798.71,71853,130265.92,142865.78
91079.164,74996.734,142750.97,82642.13
44821.05,50340.1,100213.65,78972.51
68010.09,74964.484,79925.39,83271.22
46074.93,81984.664,166634.03,157564.47
45360.27,64868.94,82893.68,150638.89
61474.52,34166.94,215850.55,76955.38
39794.78,50222.71,87244.85,134683.75
135355.83,37714.87,91044.33,69946.81
62791.61,80539,67135.47,78598.84
45442.402,30450.88,140525.72,81837.6
28516.74,34406.88,160380.55,88601.93
37983.19,78918.33,83278.53,55431.73
63548.41,78237.21,145724,132894.52
39151.93,82624.5,65123.5,138780.78
37381.19,46506.223,163419.36,155429.1
50969.19,39953.45,75720.42,146581.84
75629.69,31981.25,87043.18,70174.71
123073.74,37589.742,85103.45,59998.332
83902.46,75001.46,90500.81,160580.06
40922.67,83622.1,97696.86,155333.2
88377.04,32588.84,97936.805,116146.445
76613.53,39166.12,137364.36,80133.94
23529.17,49819.37,83783.35,78544.664
83960.08,70234.914,138723.6,134743.94
65975.33,80739.81,45083.78,95268.22
54665.04,42270.72,143595.06,150946.77
158273.97,40126.742,78980.68,72492.414
74163.39,76260.93,4129.72,100994.53
227393.03,49735.95,138869.8,98325.09
40676.71,35137.02,147703.28,93093.71
239387.45,41009.1,82443.9,102244.54
67854,38123.8,146815.33,147843.03
55131.16,67856.58,79677.71,98780.89
69836.734,40840.97,90078.555,148983.83
72402.54,41827.82,85893.79,94787.055
70000.13,42392.84,90658.195,52938.16
67372.4,71674.984,86337.125,95960.52
61138.26,73482.27,23742.451,69297.08
87472.32,38018.45,73446.15,148916.31
39339.41,36090.76,140121.1,133171
77627.47,45079.91,74860.42,78809.97
134553.88,78610.02,80578.99,191680.67
93050.28,71724.86,74665.2,100078.63
35518.43,39761.242,91330.28,82079.26
83751.1,36097.21,145911.9,67078.71
31067.93,44431.04,246748.62,97232.03
47038.13,39120.11,262143,789.48004
53059.42,38038.23,143603.23,99175.2
60717.723,56369.562,149728.58,104463.34
77498.47,42594.94,87872.22,227097.19
83393.77,50019.32,135860.66,262143
72680.32,74638.11,73373.055,90896.84
75080.15,142956.52,153233.94,48711.26
77624.89,131855.2,72295.9,155287.62
88469.06,39264.16,140940.67,155051.12
62306.14,39449.92,153076.56,160557.27
124076.93,110581.38,144960.31,143758.47
68444.82,46702.3,94054.33,53995.53
57435.53,65606.39,144212.55,75572.5
45695.242,67571.92,81129.82,156150.2
56322.26,37371.73,68944.484,140707.19
40036.87,51383.71,150000.34,100581.305
37718.312,53484.26,84989.5,-20.64
40869.78,29998.52,90754.945,89157.06
142293.88,34697.13,80492.99,91376.72
44715.27,38921.45,148223.16,159306.83
83644.89,48286.42,6844.74,143948.95
174286.75,40746.8,89461.07,174895.19
117362.055,76386.06,137236.22,75353.2
109703.75,38839.75,88233.42,89602.54
77766.79,45954.96,82312.32,83442.36
44466.73,78253.555,167019.75,92579.43
84497.58,36752.53,129640.27,262143
45035.62,71096.63,72457.58,262143
75123.58,87408.68,55600.723,134261.05
40639.73,40406.242,81968.75,136067.9
76346.5,74838.06,76539.14,134677.72
70066.78,71124.58,114322.38,80086.64
76667.71,39360.48,130423.734,701.33
56236.69,36006.48,76140.53,144469.69
78788.04,47711.94,147560.1,146850.16
63956.05,62602.41,163573.72,78487.04
68269.81,30490.441,153993.75,83536.53
50310.86,32740.63,69488.86,152014.89
78388.57,80006.664,154417.3,139282.16
70442.17,35843.082,150406.27,90620.35
68857.625,70263.29,145880.08,81249.36
77286.055,40652.63,97451.33,158762.88
42759.63,100008.54,71768.72,149056.06
61716.18,80264.664,85161.07,135824.11
61247.48,27056.89,86273.484,80779.375
88048.52,48822.2,76622.99,150314.67
36740.062,40328.41,139133.81,76288.02
76830.25,41539.72,95929.13,105949.85
78177.875,77479.555,159929.9,93185.734
61197.17,40838.39,157106.95,100134.1
3129.11,71874.5,71330.555,148993.72
77299.81,18252.21,75155.83,132357.02
34058.582,50707.75,150601.9,85169.67
72410.28,118915.21,6958.2603,70287.375
82679.11,42573.01,262143,145979.4
89520.414,44259.902,70430.56,77806.78
65967.164,74245.95,137591.4,143019.3
68655.95,31786.031,135477.52,90694.31
84030.6,77734.97,143628.17,132721.66
35960.47,129442.9,136294.52,78625.5
77435.26,82089.15,81752.46,165018.52
45119.473,74239.07,79126.88,83368.83
37727.77,38821.69,86426.99,74095.88
40893,48406.82,127482.1,145165.86
89603.83,50756.34,138099.66,94006.17
89292.51,42330.492,76904.21,138589
41954.67,40598.02,88491.85,136689.27
147756.17,43659.19,149358.78,262143
70615.89,56665.402,228844.28,98994.6
89387.11,74567.164,241103.58,96380.2
62202.51,77194.89,78567.88,144119.23
71295.29,35480.59,150353.38,69162.49
84228.83,41218.082,116917,92344.22
96653.25,44136.492,84319.99,85596.234
116471.52,42401.01,80140.39,91570.22
145517.16,34093.84,149792.22,154787.11
71356.35,52309.93,143618.28,108009.555
49732.94,70893.24,92186.84,104361
80764.75,76011.96,130676.14,98838.51
70580.2,49542.45,76481.09,83023.54
82957.75,36559.03,92550.195,88552.055
59723.562,38608.41,66425.11,99594.88
35995.3,38551.22,140456.5,150128.05
138046.77,77594.36,85992.695,95288.86
76490.984,45849.18,182690.66,238118.1
50823.85,86788.195,88701.695,145159.4
65338.07,46381.09,79151.82,151073.19
79817.46,40226.5,81400.72,145023.52
36724.582,41083.492,75311.06,140055.3
79388.32,33788.11,86480.74,79550.43
79166.44,43776.582,72378.89,89038.38
58553.96,41363.42,139937.9,89414.2
69399.42,43909.02,73870.99,105012.02
31556.41,49520.95,86149.21,249563.83
113943.125,73324.89,157803.12,88537
62069.21,85638.375,81495.32,65013.42
36761.992,235644.3,164220.88,151200.47
83850.43,63644.73,89671.34,127478.664
85811.234,42034.22,238683.97,171073.36
76472.49,50852.66,80609.95,72586.58
48769.312,57841.883,84669.15,79412.83
75105.09,46892.36,164246.67,90269.47
100757.17,118935.42,70007.875,140576.89
66978.52,83291.43,70544.94,83278.53
37862.36,69804.484,14619.57,93531.88
44992.62,73495.6,77342.81,262143
80256.49,83924.82,149053.48,95937.305
71767,40051.92,141367.66,78399.32
118728.59,89597.81,154118.88,89581.04
104161.055,68353.234,44100.37,108510.5
75175.61,50834.17,154579.84,91340.6
59662.93,73272.43,235475.31,178896.77
71473.31,43494.07,86762.82,150301.77
58478.28,84829.11,99019.11,77377.64
73570.42,36721.14,146421.02,86562.875
36715.55,72937.03,95227.805,152376.95
28343.88,68704.97,146850.6,151731.52
38819.54,31412.791,142775.9,90210.13
253812.67,80437.09,85820.695,143068.31
51744.48,33917.54,69596.79,74250.25
54492.61,68487.82,74063.2,128541.195
72823.08,47417.39,154270.67,122994.625
40778.62,31631.23,85583.33,75044.46
79278.24,35264.3,156621.48,153199.11
101230.6,76441.96,165536.67,239536.23
65358.71,35083.7,80751.85,141110.52
68302.06,79329.414,161133.9,138097.08
78983.69,73136.984,97294.38,5721.58
79147.52,74016.33,78564.44,100536.58
81974.77,80811.625,151693.69,105216.27
44188.52,119033.03,67447.65,164797.94
46780.13,46667.902,63297.293,227098.9
73283.61,86030.1,88005.95,89277.03
166077.61,47601.86,139304.52,180209.14
61604.812,47773,87314.945,75940.15
57221.82,28866.33,69409.74,166825.38
72073.59,83392.484,157192.95,148881.05
105378.81,127304.086,81530.15,148101.47
76084.63,39413.8,99511.89,143311.27
68825.375,41636.47,131292.33,162254.48
88099.695,43181.03,43315.62,94507.555
33581.28,50772.25,144701.88,152052.3
45024.44,45371.88,67750.375,154703.25
75768.15,44996.062,77102.875,6194.58
41193.14,57554.21,86382.27,262143
62190.043,32134.76,81505.64,92775.08
66404.47,75250.86,76732.21,139234.44
85278.46,36296.3,138626.4,104238.02
90858.14,49637.05,262143,88006.38
61423.35,65669.17,85481.42,156987.84
27676.09,40585.55,90782.89,148783.44
262143,68757.86,87387.61,75467.58
44150.68,66819.85,150563.22,81270.43
50690.98,118246.56,155852.22,147407.02
31979.1,42087.54,169493.11,143287.19
77001.39,70963.76,154390.64,85628.914
51094.75,68591.88,84866.09,104566.97
66353.734,56627.133,262143,126737.34
62966.19,76160.31,93799.34,158114.88
90324.945,92639.2,148650.14,100078.63
42536.46,39645.14,42714.91,76867.234
34332.492,53657.55,77513.95,141513
90031.25,34135.98,74530.61,221464.62
84502.31,67899.58,127490.7,67323.38
34056.86,40521.91,147883.02,87130.47
62735.71,43976.96,165545.7,170373.75
80710.14,37098.25,90932.1,85942.81
89837.75,75717.414,68993.07,154365.27
82165.69,186544.33,74564.15,107191.695
38076.5,39436.16,76751.13,147376.05
54649.992,48456.7,74971.36,52746.812
78523.164,118759.555,1093.92,258245.53
69033.92,38449.312,80216.07,152368.36
80642.63,80328.305,93369.34,150028.3
67987.305,38119.07,144737.58,81546.92
72561.64,33626.43,89852.375,81861.25
75333.42,74653.59,151255.52,148627.36
58427.11,45257.5,78034.68,83893.43
87029.42,80776.79,69243.33,-227.90001
72230.54,46394.42,146703.97,245351.12
33499.152,36646.75,109861.56,81354.71
88072.17,137536.36,73621.59,81134.984
65326.46,35340.84,146516.48,142982.75
74217.57,43908.16,67143.21,92529.984
38193.89,35181.312,85574.734,140927.77
65621.01,40272.51,83042.46,97037.24
85666.32,114162.42,95791.1,14218.38
78454.79,38805.35,91722.445,145967.38
209506.75,53505.76,84531.984,77901.38
104157.18,78445.76,31965.34,85026.484
77296.375,88847.89,153802.4,79491.52
95232.96,129946,147224.27,91596.88
76157.305,72213.34,90969.945,111569.09
73127.95,39334.25,70214.27,58555.68
64207.17,35062.2,147717.47,228778.06
86598.99,51059.062,88766.625,157386.88
31293.25,43110.51,142007.08,160595.11
64341.76,94035.84,149263.75,77638.22
49564.812,81288.49,87598.74,83061.38
110538.81,122915.5,151163.92,102675.83
44640.45,38691.832,93445.45,61733.383
125813.7,48838.54,141340.14,98810.13
88745.125,66121.53,98065.375,156639.11
82365.21,46797.76,143991.1,79873.79
161902.75,78752.78,85757.055,81721.5
70051.305,41676.89,143351.25,47527.902
32595.291,34722.93,88331.89,73370.9
61546.76,77805.92,174603.22,86269.61
79570.64,47976.82,155358.58,-174.58
47739.89,36485.07,2103.99,73336.93
49711.44,87986.17,146398.66,75558.74
73154.18,81404.59,146639.47,168392.3
37113.3,136513.83,91936.58,77982.22
156868.73,46162.652,135210.06,72337.61
39968.93,93042.11,363.35,74549.96
31976.521,70906.57,82594.4,88913.25
62919.32,75631.414,85382.52,60915.09
75796.53,45238.582,80154.15,132601.25
68194.13,52231.67,86791.2,106864.03
43818.29,53979.62,75437.055,2922.71
93758.06,78540.36,136249.8,94150.22
65922.44,35284.94,95074.29,68073.305
113178.15,72213.77,140337.38,80899.34
66448.76,41691.51,144378.1,218682.95
84729.78,28212.3,140293.52,99751.4
87371.27,80871.82,79732.75,168401.33
31371.08,76816.49,83559.75,97848.65
79135.484,45154.73,202422.94,138374.86
56763.87,75427.164,146984.75,69739.984
140223.44,37285.73,130503.28,70967.2
62847.51,39206.97,172631.25,152923.05
132304.12,40454.832,95557.18,234878.9
72816.2,72240,170731.5,262143
54175.7,115984.766,82078.4,85512.81
61694.25,76195.14,160392.58,158885.44
71122.43,119579.56,131697.83,159707.16
132456.34,56836.54,91497.125,87338.164
72624.85,55587.39,116428.52,207546.39
78204.1,36006.48,241558.95,66905.42
79697.49,33252.76,146254.61,137925.52
110771.445,46215.973,77941.375,84123.055
78370.94,39572.902,153969.67,123833.984
123155.016,36287.27,250401.05,89310.14
53968.44,69642.805,65971.46,73275.44
82677.82,41675.6,37313.25,74270.46
106004.89,36588.27,80660.26,88414.45
75532.51,118023.82,184451.52,148891.8
98415.82,44988.32,80414.305,77562.97
95955.79,65804.19,72292.03,151226.27
126232.52,62961.03,39684.7,654.03
37790.98,42624.18,57698.69,151764.62
77169.95,44666.68,81481.13,150177.08
33298.34,79562.47,91666.97,76002.07
29934.451,73901.95,100728.36,-649.73
64489.68,75814.59,94237.08,120506.21
43353.03,51036.27,76011.1,5492.8203
90303.445,79565.914,155699.56,86948.58
133946.72,35480.59,154609.52,2206.33
74239.07,52868.07,80251.33,90007.17
84716.02,39209.12,154582,75329.984
84909.95,71289.27,48921.1,73007.984
56241.85,36838.96,79198.26,138393.36
36894.86,70694.15,137782.33,1731.18
71865.04,76686.2,89101.164,93627.34
78979.82,85733.4,87025.125,75232.805
31919.76,37132.22,162589.45,81917.58
35435.87,68361.83,81520.69,77662.305
41785.25,38205.93,76209.76,159152.89
91410.695,46337.23,155561.11,1450.8201
38367.18,182019.86,142265.5,97933.79
46117.93,41156.16,54508.95,75847.7
65784.84,43089.87,70475.71,134289.86
100769.64,81442.86,171289.64,87464.15
69525.414,37321.42,64099.242,97410.484
66830.17,44406.53,88720.61,82722.54
94835.21,77780.555,79079.15,68254.33
78532.19,49327.88,82418.53,152837.05
78604,41288.17,101281.34,152095.73
82265.88,33644.062,75501.555,91624.4
77349.26,42683.09,79801.555,181530.52
74572.32,70814.555,262143,75961.22
39927.652,153630.4,132237.05,981.26
60681.17,53759.46,6616.8403,102858.58
74422.25,120324.75,69817.81,79357.36
40842.69,57203.332,149633.12,150594.17
172253.27,75342.45,131274.27,137399.62
46166.52,77737.555,241154.33,262143
56919.96,77483.42,86081.27,80052.24
97036.38,154919.55,139330.75,75104.664
39539.79,71795.38,216799.55,87899.31
71616.5,50328.062,155749.44,155685.8
35782.88,81867.7,151949.97,99399.234
53809.77,36526.78,151011.27,120657.14
115499.72,113766.39,156689,150257.48
98178.89,76762.31,142578.11,262143
70869.59,58786.59,133812.56,99259.914
65250.78,38858.67,80810.76,96666.15
